0.43,	0,	1,	3.54494
0.43,	0,	0,	1.29369
0.43,	2,	0,	1.25125
0.43,	1,	1,	3.54494
0.43,	1,	0,	1.28421
0.43,	3,	0,	1.26073
0.86005,	0,	1,	3.05738
0.86005,	0,	0,	1.02775
0.86005,	4,	0,	1.02963
0.86005,	1,	1,	3.03497
0.86005,	1,	0,	1.00745
0.86005,	5,	0,	1.02753
0.86005,	2,	1,	2.95707
0.86005,	2,	0,	0.931712
0.86005,	6,	0,	1.02536
0.86005,	3,	1,	2.97948
0.86005,	3,	0,	0.987762
0.86005,	7,	0,	0.991716
1.2901,	4,	1,	2.43333
1.2901,	4,	0,	0.70007
1.2901,	8,	0,	0.733257
1.2901,	0,	1,	2.42888
1.2901,	0,	0,	0.715234
1.2901,	9,	0,	0.713643
1.2901,	5,	1,	2.42835
1.2901,	5,	0,	0.697096
1.2901,	10,	0,	0.731252
1.2901,	1,	1,	2.3809
1.2901,	1,	0,	0.691144
1.2901,	11,	0,	0.689755
1.2901,	6,	1,	2.42322
1.2901,	6,	0,	0.724819
1.2901,	12,	0,	0.698402
1.2901,	2,	1,	2.20191
1.2901,	2,	0,	0.650308
1.2901,	13,	0,	0.551603
1.2901,	7,	1,	2.34372
1.2901,	7,	0,	0.65353
1.2901,	14,	0,	0.690188
1.2901,	3,	1,	2.33437
1.2901,	3,	0,	0.643543
1.2901,	15,	0,	0.690831
1.72015,	0,	1,	1.69031
1.72015,	0,	0,	0.356118
1.72015,	16,	0,	0.334192
1.72015,	8,	1,	1.7329
1.72015,	8,	0,	0.384414
1.72015,	17,	0,	0.348488
1.72015,	1,	1,	1.63338
1.72015,	1,	0,	0.300018
1.72015,	18,	0,	0.333358
1.72015,	9,	1,	1.68655
1.72015,	9,	0,	0.325171
1.72015,	19,	0,	0.361379
1.72015,	10,	1,	1.72816
1.72015,	10,	0,	0.328973
1.72015,	20,	0,	0.399191
1.72015,	2,	1,	1.53687
1.72015,	2,	0,	0.221905
1.72015,	21,	0,	0.314965
1.72015,	11,	1,	1.63009
1.72015,	11,	0,	0.309798
1.72015,	22,	0,	0.320295
1.72015,	3,	1,	1.52088
1.72015,	3,	0,	0.264368
1.72015,	23,	0,	0.256513
1.72015,	12,	1,	1.65053
1.72015,	12,	0,	0.324967
1.72015,	24,	0,	0.325564
1.72015,	4,	1,	1.65447
1.72015,	4,	0,	0.305726
1.72015,	25,	0,	0.348747
1.72015,	13,	1,	1.3036
1.72015,	13,	0,	0.130867
1.72015,	26,	0,	0.172734
1.72015,	5,	1,	1.64744
1.72015,	5,	0,	0.352906
1.72015,	27,	0,	0.294537
1.72015,	14,	1,	1.63112
1.72015,	14,	0,	0.307866
1.72015,	28,	0,	0.323253
1.72015,	6,	1,	1.71296
1.72015,	6,	0,	0.396473
1.72015,	29,	0,	0.316488
1.72015,	15,	1,	1.63264
1.72015,	15,	0,	0.293039
1.72015,	30,	0,	0.339599
1.72015,	7,	1,	1.54448
1.72015,	7,	0,	0.295613
1.72015,	31,	0,	0.248871
2.1502,	16,	1,	0.789794
2.1502,	16,	0,	-0.150995
2.1502,	32,	0,	-0.0592114
2.1502,	0,	1,	0.841613
2.1502,	0,	0,	-0.0376944
2.1502,	33,	0,	-0.120693
2.1502,	17,	1,	0.82358
2.1502,	17,	0,	-0.133255
2.1502,	34,	0,	-0.0431646
2.1502,	1,	1,	0.709031
2.1502,	1,	0,	-0.186372
2.1502,	35,	0,	-0.104597
2.1502,	18,	1,	0.787824
2.1502,	18,	0,	-0.12488
2.1502,	36,	0,	-0.0872961
2.1502,	2,	1,	0.524428
2.1502,	2,	0,	-0.210046
2.1502,	37,	0,	-0.265526
2.1502,	3,	1,	0.62478
2.1502,	3,	0,	-0.22861
2.1502,	38,	0,	-0.14661
2.1502,	19,	1,	0.854045
2.1502,	19,	0,	-0.111182
2.1502,	39,	0,	-0.0347736
2.1502,	4,	1,	0.722521
2.1502,	4,	0,	-0.136956
2.1502,	40,	0,	-0.140524
2.1502,	20,	1,	0.943405
2.1502,	20,	0,	-0.0461581
2.1502,	41,	0,	-0.0104368
2.1502,	5,	1,	0.834021
2.1502,	5,	0,	-0.0912322
2.1502,	42,	0,	-0.0747469
2.1502,	21,	1,	0.744354
2.1502,	21,	0,	-0.141849
2.1502,	43,	0,	-0.113797
2.1502,	6,	1,	0.936982
2.1502,	6,	0,	0.00845381
2.1502,	44,	0,	-0.0714722
2.1502,	22,	1,	0.756953
2.1502,	22,	0,	-0.0977715
2.1502,	45,	0,	-0.145276
2.1502,	7,	1,	0.69862
2.1502,	7,	0,	-0.106471
2.1502,	46,	0,	-0.194909
2.1502,	8,	1,	0.908484
2.1502,	8,	0,	-0.0539826
2.1502,	47,	0,	-0.0375329
2.1502,	23,	1,	0.606216
2.1502,	23,	0,	-0.184115
