1.4262,	0,	1,	5.85389
1.4262,	0,	0,	3.19949
1.4262,	2,	0,	1.65441
1.44915,	1,	1,	5.9845
1.44915,	1,	0,	2.68061
1.44915,	3,	0,	2.3039
2.32505,	0,	1,	7.55333
2.32505,	0,	0,	3.07527
2.32505,	4,	0,	3.47806
2.47705,	1,	1,	7.16491
2.47705,	1,	0,	2.63416
2.47705,	5,	0,	3.53075
2.5688,	3,	1,	6.72359
2.5688,	3,	0,	2.88479
2.5688,	6,	0,	2.8388
2.7926,	2,	1,	6.10842
2.7926,	2,	0,	2.45414
2.7926,	7,	0,	2.65428
3.1677,	4,	1,	7.7824
3.1677,	4,	0,	3.07852
3.1677,	8,	0,	3.70387
3.24765,	0,	1,	7.42923
3.24765,	0,	0,	3.30772
3.24765,	9,	0,	3.12151
3.28025,	5,	1,	7.61201
3.28025,	5,	0,	3.16934
3.28025,	10,	0,	3.44267
3.5173,	1,	1,	7.11871
3.5173,	1,	0,	3.12741
3.5173,	11,	0,	2.99131
3.5221,	6,	1,	7.06403
3.5221,	6,	0,	3.06691
3.5221,	12,	0,	2.99712
3.5404,	3,	1,	7.3043
3.5404,	3,	0,	2.85383
3.5404,	13,	0,	3.45048
3.8111,	7,	1,	7.02411
3.8111,	7,	0,	2.97371
3.8111,	14,	0,	3.0504
3.8754,	2,	1,	6.90804
3.8754,	2,	0,	3.33687
3.8754,	15,	0,	2.57117
3.98945,	8,	1,	8.11738
3.98945,	8,	0,	3.50516
3.98945,	16,	0,	3.61222
4.08305,	4,	1,	7.3829
4.08305,	4,	0,	3.11805
4.08305,	17,	0,	3.26485
4.0931,	10,	1,	7.49115
4.0931,	10,	0,	3.3057
4.0931,	18,	0,	3.18544
4.1237,	9,	1,	7.20566
4.1237,	9,	0,	3.18249
4.1237,	19,	0,	3.02317
4.12785,	0,	1,	7.66156
4.12785,	0,	0,	3.60921
4.12785,	20,	0,	3.05236
4.14595,	5,	1,	7.25078
4.14595,	5,	0,	2.72448
4.14595,	21,	0,	3.5263
4.3572,	13,	1,	7.53256
4.3572,	13,	0,	3.18322
4.3572,	22,	0,	3.34934
4.3744,	11,	1,	6.77947
4.3744,	11,	0,	3.34956
4.3744,	23,	0,	2.42992
4.4287,	6,	1,	7.29209
4.4287,	6,	0,	3.04139
4.4287,	24,	0,	3.2507
4.44845,	1,	1,	7.61187
4.44845,	1,	0,	3.85637
4.44845,	25,	0,	2.75549
4.48055,	12,	1,	7.49146
4.48055,	12,	0,	3.15211
4.48055,	26,	0,	3.33935
4.51955,	3,	1,	7.27328
4.51955,	3,	0,	3.49111
4.51955,	27,	0,	2.78217
4.7288,	14,	1,	7.32594
4.7288,	14,	0,	2.76068
4.7288,	28,	0,	3.56526
4.7573,	7,	1,	7.34338
4.7573,	7,	0,	3.07799
4.7573,	29,	0,	3.26539
4.7629,	2,	1,	7.79111
4.7629,	2,	0,	3.82213
4.7629,	30,	0,	2.96898
4.84355,	8,	1,	7.91846
4.84355,	8,	0,	3.44782
4.84355,	31,	0,	3.47064
4.8591,	16,	1,	8.28269
4.8591,	16,	0,	3.59886
4.8591,	32,	0,	3.68383
4.9292,	10,	1,	7.35446
4.9292,	10,	0,	3.35091
4.9292,	33,	0,	3.00355
4.9556,	0,	1,	7.96312
4.9556,	0,	0,	3.45239
4.9556,	34,	0,	3.51073
4.9765,	15,	1,	7.35436
4.9765,	15,	0,	3.17349
4.9765,	35,	0,	3.18087
4.9812,	19,	1,	6.8509
4.9812,	19,	0,	2.97031
4.9812,	36,	0,	2.88059
4.98915,	9,	1,	7.26671
4.98915,	9,	0,	3.1748
4.98915,	37,	0,	3.09191
4.9905,	4,	1,	7.42217
4.9905,	4,	0,	3.29364
4.9905,	38,	0,	3.12853
5.0413,	20,	1,	7.30113
5.0413,	20,	0,	2.83606
5.0413,	39,	0,	3.46507
5.04445,	17,	1,	8.17128
5.04445,	17,	0,	3.46642
5.04445,	40,	0,	3.70486
5.05985,	18,	1,	8.02769
5.05985,	18,	0,	3.75829
5.05985,	41,	0,	3.26941
5.0714,	21,	1,	8.53696
5.0714,	21,	0,	3.82692
5.0714,	42,	0,	3.71004
5.103,	5,	1,	6.80594
5.103,	5,	0,	2.87999
5.103,	43,	0,	2.92595
5.1249,	22,	1,	6.97456
5.1249,	22,	0,	3.01922
5.1249,	44,	0,	2.95534
5.16695,	11,	1,	7.13771
5.16695,	11,	0,	2.98097
5.16695,	45,	0,	3.15674
5.22085,	13,	1,	7.26527
5.22085,	13,	0,	3.328
5.22085,	46,	0,	2.93726
5.25695,	1,	1,	8.34073
5.25695,	1,	0,	3.56727
5.25695,	47,	0,	3.77346
5.304,	24,	1,	7.49168
5.304,	24,	0,	3.09813
5.304,	48,	0,	3.39355
5.3419,	6,	1,	7.26667
5.3419,	6,	0,	3.04337
5.3419,	49,	0,	3.2233
5.3768,	3,	1,	7.91089
5.3768,	3,	0,	3.28774
5.3768,	50,	0,	3.62315
5.4061,	26,	1,	8.07076
5.4061,	26,	0,	3.25259
5.4061,	51,	0,	3.81817
5.4108,	12,	1,	7.64645
5.4108,	12,	0,	3.5718
5.4108,	52,	0,	3.07465
5.50585,	23,	1,	7.14747
5.50585,	23,	0,	3.09355
5.50585,	53,	0,	3.05392
5.5217,	25,	1,	7.67058
5.5217,	25,	0,	3.50884
5.5217,	54,	0,	3.16174
5.56605,	27,	1,	7.55127
5.56605,	27,	0,	3.33484
5.56605,	55,	0,	3.21643
5.5718,	2,	1,	8.27637
5.5718,	2,	0,	3.38885
5.5718,	56,	0,	3.88753
5.5958,	28,	1,	8.1525
5.5958,	28,	0,	3.91811
5.5958,	57,	0,	3.23439
5.5996,	31,	1,	7.13591
5.5996,	31,	0,	3.31125
5.5996,	58,	0,	2.82466
5.643,	30,	1,	6.87105
5.643,	30,	0,	3.21528
5.643,	59,	0,	2.65576
5.676,	29,	1,	7.84147
5.676,	29,	0,	3.94537
5.676,	60,	0,	2.8961
5.6841,	7,	1,	7.44791
5.6841,	7,	0,	4.05802
5.6841,	61,	0,	2.38989
5.70545,	34,	1,	7.18113
5.70545,	34,	0,	2.71161
5.70545,	62,	0,	3.46952
5.70805,	8,	1,	7.86124
5.70805,	8,	0,	3.22218
5.70805,	63,	0,	3.63906
5.70945,	14,	1,	7.03623
5.70945,	14,	0,	2.74979
5.70945,	64,	0,	3.28644
5.7306,	32,	1,	8.45465
5.7306,	32,	0,	4.09017
5.7306,	65,	0,	3.36448
5.733,	16,	1,	8.26923
5.733,	16,	0,	3.60205
5.733,	66,	0,	3.66719
5.7367,	40,	1,	7.16697
5.7367,	40,	0,	3.02518
5.7367,	67,	0,	3.14179
5.7579,	10,	1,	7.39958
5.7579,	10,	0,	3.48929
5.7579,	68,	0,	2.91029
5.81005,	0,	1,	7.80648
5.81005,	0,	0,	3.35859
5.81005,	69,	0,	3.44789
5.8497,	19,	1,	6.79821
5.8497,	19,	0,	3.07638
5.8497,	70,	0,	2.72183
5.85545,	9,	1,	7.25922
5.85545,	9,	0,	3.10083
5.85545,	71,	0,	3.15839
5.8648,	4,	1,	7.59785
5.8648,	4,	0,	3.39399
5.8648,	72,	0,	3.20386
5.86955,	33,	1,	7.36368
5.86955,	33,	0,	3.27199
5.86955,	73,	0,	3.09169
5.8922,	39,	1,	7.79924
5.8922,	39,	0,	3.46469
5.8922,	74,	0,	3.33455
5.8964,	42,	1,	8.15114
5.8964,	42,	0,	3.89428
5.8964,	75,	0,	3.25686
5.92635,	18,	1,	8.60051
5.92635,	18,	0,	3.65834
5.92635,	76,	0,	3.94217
5.92805,	37,	1,	7.57428
5.92805,	37,	0,	3.28919
5.92805,	77,	0,	3.28509
5.9409,	15,	1,	7.95691
5.9409,	15,	0,	3.6577
5.9409,	78,	0,	3.29922
5.94715,	21,	1,	8.83762
5.94715,	21,	0,	4.08475
5.94715,	79,	0,	3.75287
5.9514,	22,	1,	6.64432
5.9514,	22,	0,	2.98636
5.9514,	80,	0,	2.65796
5.9554,	41,	1,	7.69368
5.9554,	41,	0,	3.45098
5.9554,	81,	0,	3.2427
5.96145,	38,	1,	7.90146
5.96145,	38,	0,	2.93399
5.96145,	82,	0,	3.96746
5.96905,	17,	1,	8.3727
5.96905,	17,	0,	3.49646
5.96905,	83,	0,	3.87624
5.9842,	35,	1,	8.30872
5.9842,	35,	0,	4.06099
5.9842,	84,	0,	3.24773
5.9937,	36,	1,	7.56114
5.9937,	36,	0,	3.15767
5.9937,	85,	0,	3.40347
6.00035,	20,	1,	7.08482
6.00035,	20,	0,	3.07928
6.00035,	86,	0,	3.00554
6.02505,	11,	1,	6.76887
6.02505,	11,	0,	2.69413
6.02505,	87,	0,	3.07474
6.0259,	5,	1,	6.96154
6.0259,	5,	0,	3.25805
6.0259,	88,	0,	2.70349
6.05895,	13,	1,	7.41022
6.05895,	13,	0,	3.14064
6.05895,	89,	0,	3.26958
6.0624,	43,	1,	7.32406
6.0624,	43,	0,	3.1779
6.0624,	90,	0,	3.14615
6.0744,	45,	1,	7.50718
6.0744,	45,	0,	3.42875
6.0744,	91,	0,	3.07843
6.0999,	47,	1,	8.42638
6.0999,	47,	0,	3.89789
6.0999,	92,	0,	3.52849
6.10605,	44,	1,	7.53974
6.10605,	44,	0,	3.224
6.10605,	93,	0,	3.31574
6.1075,	48,	1,	7.30118
6.1075,	48,	0,	3.56226
6.1075,	94,	0,	2.73892
6.1104,	1,	1,	8.05154
6.1104,	1,	0,	3.37937
6.1104,	95,	0,	3.67217
6.1311,	46,	1,	7.00969
6.1311,	46,	0,	3.16032
6.1311,	96,	0,	2.84937
6.16015,	50,	1,	7.64495
6.16015,	50,	0,	3.41297
6.16015,	97,	0,	3.23198
6.20935,	24,	1,	7.33896
6.20935,	24,	0,	3.28204
6.20935,	98,	0,	3.05693
6.2112,	51,	1,	8.23645
6.2112,	51,	0,	3.27689
6.2112,	99,	0,	3.95956
6.256,	6,	1,	7.26852
6.256,	6,	0,	2.90281
6.256,	100,	0,	3.36571
6.2637,	49,	1,	7.7567
6.2637,	49,	0,	3.42223
6.2637,	101,	0,	3.33446
6.26515,	12,	1,	8.06598
6.26515,	12,	0,	3.58453
6.26515,	102,	0,	3.48145
6.27095,	3,	1,	7.70741
6.27095,	3,	0,	3.4966
6.27095,	103,	0,	3.21081
6.34685,	26,	1,	7.98419
6.34685,	26,	0,	3.20374
6.34685,	104,	0,	3.78045
6.35145,	52,	1,	7.54025
6.35145,	52,	0,	2.89482
6.35145,	105,	0,	3.64542
6.382,	31,	1,	6.97668
6.382,	31,	0,	3.27125
6.382,	106,	0,	2.70543
6.3831,	56,	1,	8.42605
6.3831,	56,	0,	4.0559
6.3831,	107,	0,	3.37015
6.4016,	54,	1,	7.31033
6.4016,	54,	0,	3.29477
6.4016,	108,	0,	3.01555
6.40935,	28,	1,	8.5052
6.40935,	28,	0,	3.46381
6.40935,	109,	0,	4.04138
6.41685,	53,	1,	7.27078
6.41685,	53,	0,	2.88972
6.41685,	110,	0,	3.38106
6.43895,	55,	1,	7.39018
6.43895,	55,	0,	3.29832
6.43895,	111,	0,	3.09186
6.442,	25,	1,	8.42401
